CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL365161	321197	CHEMBL365161	321197		54	220.31	3.08	34.14	0	CC(C)(C)C1=CC(=O)C(=O)C(=C1)C(C)(C)C	1502631	Ki	=	88.6	nM	7.05	Ki	=	88.6	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL371858	321150	CHEMBL371858	321150		10	224.26	3.06	34.14	0	Cc1ccc(cc1)C(=O)C(=O)c2ccccc2	2267360	Ki	=	125.89	nM	6.9	pKi	=	6.9				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL460807	472430	CHEMBL460807	472430		42	306.35	2	74.6	0	CCCCCCCCS(=O)(=O)CC(O)(O)C(F)(F)F	2267281	Ki	=	1513.56	nM	5.82	pKi	=	5.82				0				560260	CHEMBL1019599	B	Inhibition of human carboxylesterase 1 after 5 mins	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL3527338	1925044	CHEMBL3527338	1925044		Diclofenac-beta-D-glucuronide	472.28	1.71	145.55	0	O[C@@H]1[C@@H](O)[C@H](OC(=O)Cc2ccccc2Nc3c(Cl)cccc3Cl)O[C@@H]([C@H]1O)C(=O)O	15451697	Ki	=	4320	nM	5.37	Ki	=	4.32	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1494238	CHEMBL3530686	A	Reversible inhibition of human CES1 assessed as hydrolysis of 4NPA to 4NP	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			92139	CHEMBL3526059	23386702	Drug Metab. Dispos.	2013	41	4	698					
CHEMBL115897	193422	CHEMBL115897	193422		34	226.03	1.58	46.17	0	Brc1ccc2NC(=O)C(=O)c2c1	1830112	Ki	=	31700	nM	4.5	Ki	=	31.7	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL222660	371646	CHEMBL222660	371646	5-METHOXYISATIN	31	177.16	.83	55.4	0	COc1ccc2NC(=O)C(=O)c2c1	1829830	Ki	>	100000	nM		Ki	>	100	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL521292	500474	CHEMBL521292	500474		37	436.49	3.44	101.57	0	COc1ccc(cc1)S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2	2634444	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL189727	321123	CHEMBL189727	321123		48	112.13	.7	34.14	0	O=C1CCCCC1=O	1502491	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL192595	320801	CHEMBL192595	320801		39	255.32	2.67	40.54	0	CN(C)c1ccc(cc1)C(O)C(=O)c2ccccc2	1502241	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL509333	500065	CHEMBL509333	500065		9	402.5	3.6	92.34	0	Cc1cc(NS(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)c3ccccc3	2634417	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL482441	500331	CHEMBL482441	500331		26	526.25	5.9	92.34	2	Clc1ccc(cc1Cl)S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(Cl)c(Cl)c3)cc2	2634433	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL483467	500696	CHEMBL483467	500696		49	602.37	6.05	92.34	2	Cc1c(C)c(NS(=O)(=O)c2cccc(Br)c2)c(C)c(C)c1NS(=O)(=O)c3cccc(Br)c3	2634456	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL491262	499894	CHEMBL491262	499894		57	584.52	5.69	92.34	2	Fc1cc(cc(F)c1F)S(=O)(=O)Nc2ccc3c(Cc4cc(NS(=O)(=O)c5cc(F)c(F)c(F)c5)ccc34)c2	2634464	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL492066	499718	CHEMBL492066	499718		51	582.36	7.14	92.34	2	Cc1c(C)c(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c(C)c(C)c1NS(=O)(=O)c3ccc(Cl)c(Cl)c3	2634458	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL388883	391595	CHEMBL388883	391595		34	482.22	6.83	34.14	1	FC(F)(F)c1ccc(c(c1)C(=O)C(=O)c2cc(ccc2C(F)(F)F)C(F)(F)F)C(F)(F)F	1942210	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL363186	320739	CHEMBL363186	320739		46	112.13	.55	34.14	0	CC1C(=O)CCC1=O	1502379	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL460806	472429	CHEMBL460806	472429		41	290.35	2.34	57.53	0	CCCCCCCC[S+]([O-])CC(O)(O)C(F)(F)F	2267231	Ki	=	.6026	nM	9.22	pKi	=	9.22				0				560263	CHEMBL1019602	B	Inhibition of human carboxylesterase 1 after 24 hrs	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL449475	472433	CHEMBL449475	472433		46	230.23	1.83	49.69	0	CCCCCCOCC(O)(O)C(F)(F)F	2267226	Ki	=	1	nM	9	pKi	=	9				0				560263	CHEMBL1019602	B	Inhibition of human carboxylesterase 1 after 24 hrs	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL86668	141740	CHEMBL86668	141740		39	238.29	4.65	17.07	0	CCCCCCCCCCC(=O)C(F)(F)F	2267233	Ki	=	2.291	nM	8.64	pKi	=	8.64				0				560263	CHEMBL1019602	B	Inhibition of human carboxylesterase 1 after 24 hrs	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL1812857	1167884	CHEMBL1812857	1167884		13	226.36	4.07	34.14	0	CCCCCCC(=O)C(=O)CCCCCC	6317239	Ki	=	4.8	nM	8.32	Ki	=	4.8	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	762141	CHEMBL1816212	B	Inhibition of human liver carboxylesterase1 using o-nitrophenyl acetate as substrate after 5 mins by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	58561	CHEMBL1811796	21733699	Bioorg. Med. Chem.	2011	19	15	4635					
CHEMBL1812863	1167890	CHEMBL1812863	1167890		21	204.27	3.02	34.14	0	CCCCCC(=O)C(=O)c1ccccc1	6317247	Ki	=	6.65	nM	8.18	Ki	=	6.65	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	762141	CHEMBL1816212	B	Inhibition of human liver carboxylesterase1 using o-nitrophenyl acetate as substrate after 5 mins by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	58561	CHEMBL1811796	21733699	Bioorg. Med. Chem.	2011	19	15	4635					
CHEMBL193229	321147	CHEMBL193229	321147		25	282.19	3.31	34.14	0	Fc1cc(F)cc(c1)C(=O)C(=O)c2cc(F)cc(F)c2	1942219	Ki	=	97.2	nM	7.01	Ki	=	97.2	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL373345	318110	CHEMBL373345	318110		10 (2,2'-pyridil)	212.21	1.54	59.92	0	O=C(C(=O)c1ccccn1)c2ccccn2	1492664	Ki	=	126	nM	6.9	Ki	=	126	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303802	CHEMBL829851	B	Inhibition constant against human liver carboxylesterase (hCE1) expressed in Sf21 cells using 3 mM o-NPA	1	Scientific Literature	Oryctolagus cuniculus		9986	Expert	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	8	Homologous protein			21424	CHEMBL1141162	16107154	J. Med. Chem.	2005	48	17	5543					
CHEMBL192139	320941	CHEMBL192139	320941		3	279.12	4.06	34.14	0	Clc1ccc(cc1)C(=O)C(=O)c2ccc(Cl)cc2	2267367	Ki	=	181.97	nM	6.74	pKi	=	6.74				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL244633	391581	CHEMBL244633	391581		17	246.21	3.03	34.14	0	Fc1ccccc1C(=O)C(=O)c2ccccc2F	1942227	Ki	=	185	nM	6.73	Ki	=	185	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL192410	320940	CHEMBL192410	320940		8	246.21	3.03	34.14	0	Fc1ccc(cc1)C(=O)C(=O)c2ccc(F)cc2	1503300	Ki	=	231	nM	6.64	Ki	=	231	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL372716	318693	CHEMBL372716	318693		5 (3,3'-thenil)	222.29	2.88	34.14	0	O=C(C(=O)c1ccsc1)c2ccsc2	1494150	Ki	=	365	nM	6.44	Ki	=	365	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303802	CHEMBL829851	B	Inhibition constant against human liver carboxylesterase (hCE1) expressed in Sf21 cells using 3 mM o-NPA	1	Scientific Literature	Oryctolagus cuniculus		9986	Expert	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	8	Homologous protein			21424	CHEMBL1141162	16107154	J. Med. Chem.	2005	48	17	5543					
CHEMBL1630810	1053001	CHEMBL1630810	1053001		15g	344.37	3.71	76.13	0	Cc1ccc(cc1)C(=O)Nc2cccc(c2)C(=O)C(=O)c3ccccn3	5109318	Ki	=	1034	nM	5.99	Ki	=	1034	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	697897	CHEMBL1632957	B	Inhibition of human intestinal CE1 using O-nitrophenyl acetate as substrate by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	54255	CHEMBL1629454	21105730	J. Med. Chem.	2010	53	24	8709					
CHEMBL327012	194672	CHEMBL327012	194672		33	181.58	1.47	46.17	0	Clc1ccc2NC(=O)C(=O)c2c1	1830113	Ki	=	1220	nM	5.91	Ki	=	1.22	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL394557	391572	CHEMBL394557	391572		8	284.21	3.16	37.3	0	OC(C(=O)c1ccc(F)c(F)c1)c2ccc(F)c(F)c2	1942237	Ki	=	1300	nM	5.89	Ki	=	1300	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL191513	321082	CHEMBL191513	321082		14	270.28	2.77	52.6	0	COc1ccc(cc1)C(=O)C(=O)c2ccc(OC)cc2	2267356	Ki	=	3388.44	nM	5.47	pKi	=	5.47				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL190677	318924	CHEMBL190677	318924	BENZOIN	1, benzoin	212.25	2.6	37.3	0	OC(C(=O)c1ccccc1)c2ccccc2	1942149	Ki	=	7210	nM	5.14	Ki	=	7210	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL222190	371666	CHEMBL222190	371666		43	181.58	1.47	46.17	0	Clc1cccc2C(=O)C(=O)Nc12	1830107	Ki	=	11400	nM	4.94	Ki	=	11.4	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL242506	391594	CHEMBL242506	391594		33	482.22	6.83	34.14	1	FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(=O)C(=O)c2cc(cc(c2)C(F)(F)F)C(F)(F)F	1942211	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL225175	371710	CHEMBL225175	371710		3	177.16	.17	57.61	0	OCN1C(=O)C(=O)c2ccccc12	1829835	Ki	>	100000	nM		Ki	>	100	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL519501	500330	CHEMBL519501	500330		25	526.25	5.9	92.34	2	Clc1ccc(Cl)c(c1)S(=O)(=O)Nc2ccc(NS(=O)(=O)c3cc(Cl)ccc3Cl)cc2	2634432	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL482854	500401	CHEMBL482854	500401		34	438.48	3.87	92.34	0	Cc1ccc(cc1)S(=O)(=O)Nc2ccc(NS(=O)(=O)c3cc(F)ccc3F)cc2	2634441	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL118883	194595	CHEMBL118883	194595		30	161.16	1.13	46.17	0	Cc1ccc2NC(=O)C(=O)c2c1	1829831	Ki	>	100000	nM		Ki	>	100	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL51931	77749	CHEMBL51931	77749	9,10-PHENANTHRENEQUINONE	Table 1, R4C1	208.22	2.73	34.14	0	O=C1C(=O)c2ccccc2c3ccccc13	12703874	Ki	=	2.5	nM	8.6	Ki	=	2.5	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	944083	CHEMBL2341916	B	Inhibition of human CE1 using o-NPA as substrate by spectrophotometric assay	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	72391	CHEMBL2331201	23286284	J. Nat. Prod.	2013	76	1	36					
CHEMBL1812863	1167890	CHEMBL1812863	1167890		Table 1, R10C1	204.27	3.02	34.14	0	CCCCCC(=O)C(=O)c1ccccc1	12703868	Ki	=	6.7	nM	8.17	Ki	=	6.7	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	944083	CHEMBL2341916	B	Inhibition of human CE1 using o-NPA as substrate by spectrophotometric assay	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	72391	CHEMBL2331201	23286284	J. Nat. Prod.	2013	76	1	36					
